1.1428	1.1428	1.1428	1.1428	1.1428	1.1426	1.1427	1.1428	1.1428	1.1428	1.143	1.1428	1.1431	1.1428	1.1429	1.1431	1.1429	1.1429	1.1428	1.1429	1.143	1.1428	1.1428	1.143	1.1427	1.1426	1.1427	1.1425	1.1428	1.1428	1.1427	1.1429	1.1429	1.1429	1.1429	1.1429	1.143	1.1429	1.1427	1.1429	1.1428	1.1428	1.1427	1.1428	1.1428	1.1427	1.1426	1.1427	1.1427
0.38481	0.38481	0.38482	0.38475	0.38479	0.38464	0.38466	0.3848	0.38478	0.38484	0.38501	0.38482	0.38506	0.38485	0.38488	0.38509	0.38488	0.38492	0.38483	0.38485	0.38501	0.3848	0.38479	0.38499	0.38468	0.38466	0.38469	0.38455	0.38477	0.38477	0.38473	0.38491	0.38491	0.38489	0.3849	0.38497	0.38498	0.38494	0.3847	0.38494	0.38479	0.38489	0.38475	0.38486	0.3848	0.38474	0.38467	0.38475	0.38471
0.36858	0.36858	0.36857	0.36864	0.36859	0.36875	0.36873	0.3686	0.36861	0.36856	0.36838	0.36857	0.36832	0.36853	0.36851	0.36828	0.36849	0.36845	0.36856	0.36853	0.36836	0.36857	0.36859	0.36837	0.36868	0.3687	0.36868	0.3688	0.3686	0.36859	0.36863	0.36845	0.36845	0.36846	0.36847	0.36838	0.36837	0.36841	0.36865	0.36842	0.36857	0.36845	0.36862	0.36849	0.36854	0.3686	0.36867	0.36858	0.36864
1.1232	1.1232	1.1232	1.1232	1.1232	1.1234	1.1233	1.1232	1.1232	1.1232	1.123	1.1232	1.1229	1.1231	1.1231	1.1229	1.1231	1.123	1.1232	1.1231	1.123	1.1232	1.1232	1.123	1.1233	1.1233	1.1233	1.1234	1.1232	1.1232	1.1232	1.123	1.123	1.123	1.1231	1.123	1.1229	1.123	1.1232	1.123	1.1232	1.123	1.1232	1.1231	1.1231	1.1232	1.1232	1.1231	1.1232
1.877	1.877	1.877	1.877	1.877	1.8771	1.8771	1.877	1.877	1.8769	1.8768	1.8769	1.8767	1.8769	1.8769	1.8767	1.8768	1.8768	1.8769	1.8769	1.8767	1.8769	1.877	1.8767	1.877	1.877	1.877	1.8771	1.877	1.8769	1.877	1.8768	1.8768	1.8768	1.8768	1.8767	1.8767	1.8767	1.877	1.8768	1.8769	1.8768	1.877	1.8768	1.8768	1.8769	1.877	1.8769	1.8769
2.6285	2.6285	2.6285	2.6286	2.6285	2.6287	2.6287	2.6285	2.6285	2.6285	2.6283	2.6285	2.6282	2.6284	2.6284	2.6282	2.6284	2.6283	2.6285	2.6284	2.6283	2.6285	2.6285	2.6282	2.6285	2.6285	2.6285	2.6286	2.6285	2.6284	2.6285	2.6283	2.6283	2.6283	2.6283	2.6282	2.6282	2.6282	2.6285	2.6283	2.6284	2.6283	2.6285	2.6283	2.6283	2.6284	2.6285	2.6284	2.6284
3.386	3.386	3.386	3.386	3.386	3.3862	3.3861	3.386	3.386	3.386	3.3858	3.386	3.3857	3.3859	3.3859	3.3857	3.3858	3.3858	3.3859	3.3859	3.3858	3.3859	3.386	3.3857	3.386	3.386	3.386	3.3861	3.3859	3.3859	3.386	3.3858	3.3858	3.3857	3.3858	3.3857	3.3857	3.3857	3.3859	3.3857	3.3859	3.3857	3.3859	3.3858	3.3858	3.3859	3.3859	3.3858	3.3859
4.1422	4.1422	4.1422	4.1422	4.1422	4.1423	4.1423	4.1422	4.1422	4.1421	4.142	4.1421	4.1419	4.142	4.1421	4.1418	4.142	4.1419	4.1421	4.1421	4.1419	4.1421	4.1421	4.1419	4.1422	4.1421	4.1422	4.1422	4.1421	4.142	4.1421	4.142	4.1419	4.1419	4.142	4.1418	4.1418	4.1418	4.142	4.1419	4.142	4.1419	4.1421	4.1419	4.1419	4.142	4.142	4.1419	4.142
4.8944	4.8944	4.8944	4.8944	4.8943	4.8945	4.8945	4.8944	4.8944	4.8943	4.8942	4.8943	4.8941	4.8942	4.8942	4.894	4.8942	4.8941	4.8943	4.8942	4.8941	4.8942	4.8943	4.894	4.8943	4.8943	4.8943	4.8943	4.8942	4.8942	4.8943	4.8941	4.8941	4.894	4.8941	4.894	4.8939	4.8939	4.8941	4.894	4.8942	4.894	4.8942	4.8941	4.894	4.8941	4.8941	4.8941	4.8941
5.6465	5.6464	5.6464	5.6464	5.6464	5.6465	5.6466	5.6464	5.6464	5.6463	5.6462	5.6463	5.6461	5.6462	5.6463	5.6461	5.6462	5.6461	5.6463	5.6463	5.6461	5.6463	5.6463	5.6461	5.6463	5.6463	5.6464	5.6464	5.6463	5.6462	5.6463	5.6461	5.6461	5.646	5.6462	5.646	5.646	5.646	5.6462	5.646	5.6462	5.646	5.6462	5.6461	5.6461	5.6461	5.6461	5.6461	5.6462
6.4044	6.4044	6.4044	6.4044	6.4044	6.4045	6.4045	6.4044	6.4044	6.4043	6.4042	6.4043	6.4041	6.4042	6.4042	6.404	6.4042	6.4041	6.4043	6.4042	6.4041	6.4042	6.4043	6.404	6.4043	6.4042	6.4043	6.4043	6.4042	6.4041	6.4042	6.4041	6.4041	6.4039	6.4041	6.4039	6.4039	6.4039	6.4041	6.404	6.4041	6.4039	6.4042	6.404	6.404	6.4041	6.4041	6.404	6.4041
7.1604	7.1604	7.1604	7.1604	7.1603	7.1605	7.1605	7.1604	7.1604	7.1603	7.1602	7.1602	7.16	7.1601	7.1602	7.16	7.1601	7.16	7.1602	7.1602	7.1601	7.1602	7.1602	7.16	7.1602	7.1601	7.1602	7.1602	7.1602	7.1601	7.1602	7.16	7.16	7.1599	7.16	7.1599	7.1598	7.1598	7.16	7.1599	7.1601	7.1599	7.1601	7.16	7.1599	7.16	7.16	7.1599	7.16
7.9129	7.9128	7.9129	7.9128	7.9128	7.9129	7.9129	7.9128	7.9128	7.9127	7.9127	7.9127	7.9125	7.9126	7.9126	7.9124	7.9125	7.9124	7.9127	7.9126	7.9125	7.9126	7.9127	7.9125	7.9126	7.9126	7.9127	7.9126	7.9126	7.9125	7.9126	7.9125	7.9125	7.9123	7.9125	7.9123	7.9122	7.9123	7.9124	7.9123	7.9125	7.9123	7.9125	7.9124	7.9123	7.9124	7.9124	7.9123	7.9124
8.6693	8.6692	8.6693	8.6692	8.6692	8.6693	8.6693	8.6692	8.6692	8.6691	8.6691	8.6691	8.6689	8.669	8.669	8.6688	8.6689	8.6688	8.669	8.669	8.6689	8.669	8.6691	8.6688	8.669	8.6689	8.669	8.669	8.669	8.6689	8.6689	8.6689	8.6688	8.6687	8.6688	8.6687	8.6686	8.6686	8.6687	8.6687	8.6688	8.6686	8.6688	8.6688	8.6687	8.6688	8.6687	8.6687	8.6687
